Company Name,Year,Region,Note,Timestamp,Sentence,word_count,prob_env,prob_soc,prob_gov,env_flag,soc_flag,gov_flag,ESG_multilabel,sentence_id,specificity_short_reason_pred,corporate_relevance_pred,specificity_tier_pred,custom_id,sent_label,is_corporate_tier1plus,is_corporate_tier2plus,is_tier2plus,is_tier1plus,tier_if_corp_t1p,tier_if_t1p_allrelevance,is_corp_t1p_positive,is_corp_t1p_negative,polarity_sentence_id,case,polarity,short_reason
AIG,2019,N. America,,14/09/2025 14:36:06,The TCFD report and more information about AIG’s approach to sustainability and community are on our Corporate Responsibility website.,19,0.9455971717834470,0.9993577599525450,0.93208909034729,1,1,1,"E,S,G",env_21,Corporate: 'AIG’s approach' and 'our Corporate Responsibility website' are company-owned; Tier 2 because 'TCFD report' and 'sustainability and community' name a concrete disclosure channel without a number.,Corporate,2,specificity_env_full_20_39,neutral,TRUE,TRUE,TRUE,TRUE,2.0,2.0,FALSE,FALSE,pol_10,ambiguous_scale,neutral,"This is a bare reference to where the report and more information are located, a routine fact statement with no valence."
AIG,2021,N. America,,14/09/2025 14:38:23,"It is apparent in the commitments we are making to improve our communities, invest in our colleagues and preserve our environment.",21,0.9816446304321290,0.9995211362838740,0.0024197101593017,1,1,0,"E,S",env_23,"Corporate: 'we are making' is the firm’s commitment; Tier 1 because 'improve our communities, invest in our colleagues and preserve our environment' is intentional but vague boilerplate.",Corporate,1,specificity_env_full_20_39,neutral,TRUE,FALSE,FALSE,TRUE,1.0,1.0,FALSE,FALSE,pol_11,ambiguous_scale,neutral,"This is a vague statement about commitments to improve communities, invest in colleagues, and preserve the environment, fitting pattern (b) because no concrete completed outcome is reported."
AIG,2021,N. America,,14/09/2025 14:38:23,"We strive for excellence and positive results in our financial performance, in how our colleagues serve our clients and distribution partners, in our performance as evaluators and underwriters of risk and in our performance as an agent of change in helping the world navigate global challenges and environmental, social and governance (ESG) issues.",53,0.9876580834388730,0.993630826473236,0.9812059998512270,1,1,1,"E,S,G",env_24,"Corporate: 'We strive' and 'our performance' are company actions; Tier 1 because the ESG language ('environmental, social and governance issues') is generic and unquantified.",Corporate,1,specificity_env_full_20_39,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_12,ambiguous_scale,neutral,"This is a broad aspiration to strive for excellence and positive results across several areas, which is a generic principle/goal statement rather than a specific reported outcome."
AIG,2021,N. America,,14/09/2025 14:38:23,AIG is focused on the realities of climate change and its impact on the insurance industry.,16,0.9798744320869450,0.0001255273818969,0.0018423199653625,1,0,0,E,env_26,Corporate: 'AIG is focused' is the company’s own stance; Tier 1 because 'climate change' and its impact are stated generally with no named program or metric.,Corporate,1,specificity_env_full_20_39,neutral,TRUE,FALSE,FALSE,TRUE,1.0,1.0,FALSE,FALSE,pol_13,ambiguous_scale,neutral,"This is a neutral statement of focus on climate-change realities and their impact, a general business topic with no concrete outcome reported."
AIG,2021,N. America,,14/09/2025 14:38:23,This data is why we committed to achieving net zero greenhouse gas emissions by 2050 or sooner across AIG’s operations as well as our global underwriting and investment portfolios.,29,0.9881333708763120,0.0001231431961059,0.0023841857910156,1,0,0,E,env_30,Corporate: 'we committed' and 'AIG’s operations... underwriting and investment portfolios' are the firm’s own pledge; Tier 3 because 'net zero greenhouse gas emissions by 2050 or sooner' is a quantified target year/goal.,Corporate,3,specificity_env_full_20_39,positive,TRUE,TRUE,TRUE,TRUE,3.0,3.0,TRUE,FALSE,pol_14,plain_positive,positive,"Committing to achieve net zero greenhouse gas emissions by 2050 or sooner is a positive target statement, but it is framed as a concrete commitment rather than a reduction outcome already achieved."
AIG,2021,N. America,,14/09/2025 14:38:23,"As we execute on these milestones, we are committed to using science-based emissions reduction targets, aligning with the latest climate science to meet the goals of the Paris Agreement.",29,0.9886788725852970,0.0001358985900878,0.0033267736434936,1,0,0,E,env_31,Corporate: 'we are committed' is the company’s action; Tier 2 because 'science-based emissions reduction targets' and 'Paris Agreement' name a specific framework without a number.,Corporate,2,specificity_env_full_20_39,positive,TRUE,TRUE,TRUE,TRUE,2.0,2.0,TRUE,FALSE,pol_15,mitigated_negative,positive,"The sentence uses the reduction phrase ""emissions reduction targets"" and ties it to aligning with climate science, describing a genuine harm being targeted for reduction."
AIG,2021,N. America,,14/09/2025 14:38:23,Our commitment to ESG is central to discovering new potential.,10,0.9990298748016360,0.9993788003921510,0.9992725253105160,1,1,1,"E,S,G",env_33,Corporate: 'Our commitment' is the firm’s own statement; Tier 1 because 'ESG is central' is a broad boilerplate claim with no metric or named initiative.,Corporate,1,specificity_env_full_20_39,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_16,plain_positive,positive,Saying ESG commitment is central to discovering new potential is a straightforward positive statement with no reduction vocabulary.
AIG,2023,N. America,,14/09/2025 14:40:16,"Global Specialty, which includes businesses in marine, energy, trade credit and aviation, grew its net premiums written** 10% year-over-year, driven by 88% retention and approximately $750 million of new business.",30,0.6961737871170040,0.0001451969146728,0.0010191798210144,1,0,0,E,env_36,"Corporate: 'Global Specialty... grew its net premiums written 10%' is AIG’s business performance; Tier 3 because it contains quantified growth, retention, and new business figures (10%, 88%, $750 million).",Corporate,3,specificity_env_full_20_39,positive,TRUE,TRUE,TRUE,TRUE,3.0,3.0,TRUE,FALSE,pol_17,plain_positive,positive,"This reports strong growth in net premiums written, driven by high retention and new business, which is straightforwardly positive."
AXA,2016,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",16/10/2025 22:07:48,AXA will therefore continue its recognized actions to support the fight against climate change.,14,0.983909785747528,0.0001716613769531,0.0021451115608215,1,0,0,E,env_39,Corporate: 'AXA will therefore continue' is the company’s own commitment; Tier 1 because 'support the fight against climate change' is a broad ESG pledge with no metric or named program.,Corporate,1,specificity_env_full_20_39,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_18,ambiguous_scale,neutral,"This is a forward-looking commitment to continue recognized actions to support climate action, which is vague and not a completed outcome, fitting pattern (b)."
AXA,2016,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",16/10/2025 22:07:48,"For example, the Group has taken innovative and ambitious commitments, through partnerships with the United Nations to help cities face up to climate risks and with the World Bank to support vulnerable populations with “parametric” insurance solutions.",37,0.9949919581413270,0.0006096363067626,0.00153648853302,1,0,0,E,env_40,"Named partnerships with the United Nations and World Bank plus climate-risk/parametric insurance activity make this a specific corporate ESG claim; no number is given, so Tier 2 per Rule 6.",Corporate,2,specificity_env_full_40_59,positive,TRUE,TRUE,TRUE,TRUE,2.0,2.0,TRUE,FALSE,pol_19,plain_positive,positive,"The sentence describes innovative and ambitious commitments through partnerships to help cities and vulnerable populations, which is a positive action statement without reduction vocabulary."
AXA,2016,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",16/10/2025 22:07:48,The Board of Directors will continue to pay close attention to corporate responsibility matters as they contribute to sustainable economic development and to the interests of society as a whole.,30,0.9565240740776060,0.9994065761566160,0.9616628289222720,1,1,1,"E,S,G",env_41,"“corporate responsibility” and “sustainable economic development” are intentional ESG framing, but there is no named program or metric, so this is boilerplate corporate ESG language.",Corporate,1,specificity_env_full_40_59,neutral,TRUE,FALSE,FALSE,TRUE,1.0,1.0,FALSE,FALSE,pol_20,ambiguous_scale,neutral,"This is a forward-looking commitment to pay attention to corporate responsibility matters, with no concrete completed outcome reported."
AXA,2017,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",16/10/2025 22:10:14,"The Group continued to be a forerunner in the fight against global warming, taking a firm stand on the issue as it has done for the past several years.",29,0.9942843317985540,0.0002976059913635,0.00234055519104,1,0,0,E,env_42,“forerunner in the fight against global warming” is a vague corporate commitment with no verifiable program or figure.,Corporate,1,specificity_env_full_40_59,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_21,plain_positive,positive,"The sentence describes the Group as a forerunner and taking a firm stand against global warming, which is a straightforward positive claim with no reduction vocabulary."
AXA,2017,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",16/10/2025 22:10:14,"I had the opportunity to work with our teams on the launch of an innovative partnership between AXA and the International Finance Corporation (IFC), a subsidiary of the World Bank that supports climate-related infrastructure projects in emerging countries aimed at protecting vulnerable populations.",43,0.958488404750824,0.0013632178306579,0.0029348731040954,1,0,0,E,env_43,"The named AXA–IFC partnership and climate-related infrastructure projects are specific, checkable corporate ESG activity, but no number is attached.",Corporate,2,specificity_env_full_40_59,positive,TRUE,TRUE,TRUE,TRUE,2.0,2.0,TRUE,FALSE,pol_22,plain_positive,positive,"This reports the launch of an innovative partnership supporting climate-related infrastructure projects, which is an ordinary positive achievement."
AXA,2017,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",16/10/2025 22:10:14,"The Board of Directors will continue to devote significant attention to corporate responsibility matters with a view to contributing to sustainable economic development, taking into account the interests of society as a whole.",33,0.9834641814231870,0.9924647808074950,0.9762474298477170,1,1,1,"E,S,G",env_44,“corporate responsibility” and “sustainable economic development” are generic ESG boilerplate with no named initiative or metric.,Corporate,1,specificity_env_full_40_59,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_23,ambiguous_scale,neutral,"This is a forward-looking statement about devoting attention to corporate responsibility matters, with no specific completed event or outcome."
AXA,2017,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",16/10/2025 22:10:14,"This is also the reason why we decided to reinforce our commitments against global warming, by quadrupling our green investments targets, by divesting $3 billion of our assets from coal producers, and by committing to stop investing in new coal and oil sands producers and associated pipelines – in that regard, the One Planet Summit has been a great opportunity for us to reaffirm our strong will to have a positive impact on the environment.",75,0.992356300354004,0.0084995031356811,0.0034571290016174,1,0,0,E,env_46,"The sentence names quantified commitments—“quadrupling,” “$3 billion,” and stopping investment in coal/oil sands—so it is a quantified corporate ESG claim.",Corporate,3,specificity_env_full_40_59,positive,TRUE,TRUE,TRUE,TRUE,3.0,3.0,TRUE,FALSE,pol_24,mitigated_negative,positive,"The sentence uses reduction vocabulary like ""quadrupling,"" ""divesting,"" and ""stop investing"" to reduce harmful climate-related exposure and fossil-fuel investment, which is a positive mitigation of genuine harm."
AXA,2018,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:37:17,"We firmly reiterated our commitment to the fight against climate change, in particular by extending our business restrictions on coal and oil sands to the XL Group entities.",28,0.9942534565925600,0.0001220703125,0.0036596059799194,1,0,0,E,env_47,"“extending our business restrictions on coal and oil sands to the XL Group entities” names a specific corporate policy/action, but gives no number.",Corporate,2,specificity_env_full_40_59,positive,TRUE,TRUE,TRUE,TRUE,2.0,2.0,TRUE,FALSE,pol_25,mitigated_negative,positive,"""Extended our business restrictions on coal and oil sands"" is reduction/limitation language aimed at harmful fossil-fuel exposure, so it describes a positive mitigation outcome."
AXA,2018,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:37:17,This substantial effort – more than €100 million in non-renewed premiums – reflects our conviction that the climate emergency and energy transition are everyone’s responsibility.,25,0.9894276261329650,0.0001232624053955,0.0010727047920227,1,0,0,E,env_48,"“more than €100 million” quantifies a corporate underwriting/investment effort tied to climate emergency and energy transition, so Tier 3.",Corporate,3,specificity_env_full_40_59,positive,TRUE,TRUE,TRUE,TRUE,3.0,3.0,TRUE,FALSE,pol_26,mitigated_negative,positive,"The phrase ""non-renewed premiums"" indicates a deliberate reduction in exposure to climate-harmful business, which is a positive mitigation of risk."
AXA,2019,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:40:44,"To further contribute to the fight against climate change, a major risk for insurers, AXA doubled its green investment target to €24bn, launched transition bonds as a new asset class and tightened its policies regarding coal, both as an investor and an insurer.",43,0.9919928312301640,0.0078226923942565,0.0042253136634826,1,0,0,E,env_51,"The sentence gives specific corporate actions—doubling the green investment target to €24bn, launching transition bonds, and tightening coal policies—so it is quantified corporate ESG.",Corporate,3,specificity_env_full_40_59,positive,TRUE,TRUE,TRUE,TRUE,3.0,3.0,TRUE,FALSE,pol_27,mitigated_negative,positive,"The sentence says AXA ""doubled"" its green investment target and ""tightened"" coal policies, explicitly reducing harmful climate-related exposure and risk."
AXA,2019,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:40:44,"As curbing climate change is a collective challenge, AXA joined coalitions, such as the Net Zero Asset Owner Alliance, and forged new partnerships, for instance with the C40, a group of the world’s largest cities.",35,0.9894716143608090,0.0038340091705322,0.0034734606742858,1,0,0,E,env_52,"Joining the Net Zero Asset Owner Alliance and partnering with C40 are named corporate climate coalitions/partnerships, but no number is given.",Corporate,2,specificity_env_full_40_59,positive,TRUE,TRUE,TRUE,TRUE,2.0,2.0,TRUE,FALSE,pol_28,plain_positive,positive,"Joining coalitions and forging partnerships are straightforward positive actions, and the sentence contains no reduction vocabulary describing a completed mitigation."
AXA,2019,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:40:44,"AXA’s score in the Dow Jones Sustainability Index reached 83% in 2019, increasing by four points from last year, with improvements in all of the indices of the ranking.",29,0.8277966380119320,0.9722201228141780,0.0027053952217102,1,1,0,"E,S",env_53,AXA’s Dow Jones Sustainability Index score of 83% in 2019 with a four-point increase is a quantified corporate ESG performance claim.,Corporate,3,specificity_env_full_40_59,positive,TRUE,TRUE,TRUE,TRUE,3.0,3.0,TRUE,FALSE,pol_29,plain_positive,positive,"This reports a favorable sustainability score of 83% and improvement by four points, which is a positive performance metric."
AXA,2019,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:40:44,"In 2019, we have further leveraged our expertise and economic strength to contribute to the fight against climate change by taking a series of new commitments to accelerate our contribution to a low-carbon and more resilient economy.",37,0.99313485622406,0.0002171397209167,0.0022557973861694,1,0,0,E,env_54,"“new commitments” to a low-carbon and more resilient economy is intentional corporate ESG framing, but it remains vague and unquantified.",Corporate,1,specificity_env_full_40_59,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_30,plain_positive,positive,"The sentence describes leveraging expertise and making new commitments to accelerate contribution to a low-carbon economy, which is a positive strategic statement without reduction vocabulary."
AXA,2020,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:42:38,"Whilst COVID-19 and extreme weather conditions have had a negative impact on our 2020 earnings, we finished 2020 with a very strong solvency position at 200%.",26,0.981086015701294,0.0001264810562133,0.0007805824279785,1,0,0,E,env_55,"The climate/weather mention is contextual, but the main clause reports the firm’s earnings and 200% solvency position; by the mixed-clause rule this is Corporate, and the ESG content is only contextual background.",Corporate,3,specificity_env_full_40_59,positive,TRUE,TRUE,TRUE,TRUE,3.0,3.0,TRUE,FALSE,pol_31,negative_event,negative,"The sentence explicitly says COVID-19 and extreme weather had a negative impact on 2020 earnings, which is a reported adverse outcome."
AXA,2020,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:42:38,"As a global leader in health insurance, AXA is well positioned to address the ensuing needs; The digitalization of our economy has leapt forward, opening new avenues for our corporate insurance activities and our “phygital” capabilities; The pandemic has also underlined how vulnerable our societies are to natural hazards, and thus brought renewed focus to climate change.",57,0.9888888001441960,0.0003706216812133,0.0016003251075744,1,0,0,E,env_56,"The sentence mixes corporate health-insurance/digitalization claims with a contextual climate-change reference; the dominant clause is corporate, while the climate mention is generic and unquantified.",Corporate,1,specificity_env_full_40_59,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_32,plain_positive,positive,"This sentence describes being well positioned and opening new avenues for activities, which is straightforwardly positive despite mentioning the pandemic context."
AXA,2020,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:42:38,"AXA, with its acknowledged leadership position in the environmental space, as well as dedicated offers and rigorous investment practices, is best positioned to shape the debate in this crucial field; The pandemic’s terrible economic consequences, which affected the livelihoods of many, also created a moral obligation to help prevent people from falling back into poverty, especially in developing and less developed countries.",62,0.8948232531547550,0.9414104223251340,0.0032358169555664,1,1,0,"E,S",env_57,"The first clause is a corporate environmental-position claim, but the second clause is a contextual poverty/pandemic consequence statement; the sentence is mainly corporate ESG framing with no metric.",Corporate,1,specificity_env_full_40_59,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_33,plain_positive,positive,"The sentence emphasizes acknowledged leadership, dedicated offers, and rigorous practices, which are positive descriptors with no reported negative event."
AXA,2020,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:42:38,"Building on our vision, we presented a new strategic plan “Driving Progress 2023” focusing on five main objectives: (i) expand Health and Protection including through services, across all geographies, (ii) simplify customer experience and accelerate efficiency, particularly in Europe and France, (iii) strengthen underwriting performance, notably at AXA XL, (iv) sustain the Group’s climate leadership position in shaping the climate transition, and (v) grow cash flows across the Group through continued life in-force management and Group simplification, and disciplined capital management.",81,0.9851263761520390,0.0142675042152404,0.0016378760337829,1,0,0,E,env_58,"The strategic plan names a specific climate objective within “Driving Progress 2023,” making this a named corporate ESG plan, but no figure is attached to the climate item.",Corporate,2,specificity_env_full_40_59,positive,TRUE,TRUE,TRUE,TRUE,2.0,2.0,TRUE,FALSE,pol_34,plain_positive,positive,"This presents a new strategic plan with multiple growth and strengthening objectives, which is an ordinary positive corporate statement."
AXA,2020,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 14:42:38,"With clear priorities set out, AXA is very well positioned to continue serving its clients and bring its contribution to building a better, greener, and more inclusive world and to cater to the new insurance needs of customers and society.",40,0.9731879830360410,0.9935790300369260,0.0018497705459594,1,1,0,"E,S",env_59,"“better, greener, and more inclusive world” is broad corporate ESG aspiration with no named program or metric.",Corporate,1,specificity_env_full_40_59,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_35,plain_positive,positive,"The sentence says AXA is very well positioned to serve clients and contribute to a better, greener, more inclusive world, which is straightforwardly positive."
AXA,2021,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 15:14:54,"In this challenging period, we enhanced our healthcare offering, supported the economic recovery, and announced ambitious commitments in favor of the climate transition.",23,0.9920260310173040,0.0002276301383972,0.0016323924064636,1,0,0,E,env_60,"Corporate clause with “we enhanced… announced commitments”; climate transition is genuine ESG but no metric or named program, so Rule 1/1-tier boilerplate.",Corporate,1,specificity_env_full_60_79,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_36,plain_positive,positive,"The sentence reports that the company enhanced its healthcare offering, supported recovery, and announced ambitious climate commitments, all positive actions."
AXA,2021,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 15:14:54,"As highlighted in the yearly edition of our Future Risk Report, the climate crisis continues to be a major concern, and 2021 was an important year for climate action ahead of and at COP26.",34,0.9886435866355900,0.0001454353332519,0.002040147781372,1,0,0,E,env_61,"Corporate reference to “our Future Risk Report” and “climate action”; intentional ESG framing but no named initiative or figure, so Tier 1.",Corporate,1,specificity_env_full_60_79,neutral,TRUE,FALSE,FALSE,TRUE,1.0,1.0,FALSE,FALSE,pol_37,ambiguous_scale,neutral,"This is a general statement that the climate crisis remains a major concern and that 2021 was an important year for climate action, without a concrete company outcome."
AXA,2021,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 15:14:54,"AXA is playing its role with renewed commitments on climate, cementing our position as a leader.",16,0.936375081539154,0.0002056956291198,0.0037389397621154,1,0,0,E,env_62,"Corporate statement “AXA is playing its role” with climate commitments; no number or named program, so vague ESG boilerplate.",Corporate,1,specificity_env_full_60_79,positive,TRUE,FALSE,FALSE,TRUE,1.0,1.0,TRUE,FALSE,pol_38,plain_positive,positive,"The sentence says AXA is playing its role with renewed commitments on climate and cementing its leadership position, which is a positive claim."
AXA,2021,Europe,"CHAIRMAN’S MESSAGE, CHIEF EXECUTIVE OFFICER’S MESSAGE",17/10/2025 15:14:54,This includes strengthening our exclusion thresholds for oil and gas to cover only the most responsible players and increasing our green investment target to €26 billion by 2023.,28,0.976562798023224,0.9977816939353940,0.01714289188385,1,1,0,"E,S",env_63,Corporate action on oil and gas exclusions plus a specific green investment target of “€26 billion by 2023”; quantified commitment makes it Tier 3.,Corporate,3,specificity_env_full_60_79,positive,TRUE,TRUE,TRUE,TRUE,3.0,3.0,TRUE,FALSE,pol_39,mitigated_negative,positive,"The sentence uses reduction language like ""strengthening our exclusion thresholds"" and increasing the green investment target to reduce harmful oil and gas exposure, which is a positive mitigation outcome."
